time,V(in),V(a),V(out),I(V1)
0.000638,5,5.067839145,4.082925114,0.001356782905
0.00064,5,5.058064525,4.080602533,0.001161290506
0.000642,5,5.048367528,4.078667831,0.0009673505668
0.000644,5,5.038751194,4.077117784,0.0007750238847
0.000646,5,5.0292185,4.075949044,0.0005843699935
0.000648,5,5.019772358,4.075158149,0.0003954471519
0.00065,5,5.010415617,4.074741525,0.0002083123335
0.000652,5,5.001151061,4.074695482,2.302121776e-05
0.000654,5,4.991981409,4.075016226,-0.0001603718189
0.000656,5,4.982909314,4.075699853,-0.0003418137111
0.000658,5,4.973937364,4.076742359,-0.0005212527122
0.00066,5,4.96506808,4.078139636,-0.0006986384011
0.000662,5,4.956303916,4.079887479,-0.0008739216884
0.000664,5,4.947647259,4.081981589,-0.001047054823
0.000666,5,4.93910043,4.084417571,-0.001217991394
0.000668,5,4.930665683,4.087190944,-0.001386686342
0.00067,5,4.922345202,4.090297136,-0.001553095955
0.000672,5,4.914141106,4.093731492,-0.001717177878
0.000674,5,4.906055444,4.097489274,-0.001878891112
0.000676,5,4.898090199,4.101565666,-0.002038196019
0.000678,5,4.890247284,4.105955775,-0.002195054321
0.00068,5,4.882528545,4.110654633,-0.002349429103
0.000682,5,4.874935759,4.115657202,-0.002501284815
0.000684,5,4.867470637,4.120958377,-0.002650587266
0.000686,5,4.860134818,4.126552984,-0.002797303633
0.000688,5,4.852929877,4.132435789,-0.002941402451
0.00069,5,4.845857319,4.138601496,-0.003082853616
0.000692,5,4.838918581,4.145044753,-0.003221628381
0.000694,5,4.832115032,4.151760152,-0.003357699357
0.000696,5,4.825447975,4.158742233,-0.003491040506
0.000698,5,4.818918643,4.165985487,-0.003621627137
0.0007,5,4.812528205,4.173484359,-0.003749435906
0.000702,5,4.80627776,4.181233249,-0.003874444808
0.000704,5,4.800168341,4.189226515,-0.003996633173
0.000706,5,4.794200917,4.197458478,-0.004115981661
0.000708,5,4.788376387,4.205923423,-0.004232472254
0.00071,5,4.782695587,4.214615599,-0.004346088252
0.000712,5,4.777159287,4.223529228,-0.004456814263
0.000714,5,4.77176819,4.2326585,-0.004564636201
0.000716,5,4.766522936,4.241997583,-0.004669541272
0.000718,5,4.761424102,4.251540619,-0.004771517969
0.00072,5,4.756472197,4.261281731,-0.004870556062
0.000722,5,4.75166767,4.271215024,-0.004966646591
0.000724,5,4.747010907,4.281334588,-0.005059781855
0.000726,5,4.74250223,4.291634498,-0.005149955401
0.000728,5,4.738141899,4.302108823,-0.005237162017
0.00073,5,4.733930114,4.312751618,-0.005321397716
0.000732,5,4.729867013,4.323556937,-0.005402659731
0.000734,5,4.725952675,4.33451883,-0.0054809465
0.000736,5,4.722187117,4.345631346,-0.005556257654
0.000738,5,4.7185703,4.356888534,-0.005628594008
0.00074,5,4.715102123,4.368284449,-0.005697957542
0.000742,5,4.71178243,4.379813152,-0.005764351398
0.000744,5,4.708611007,4.391468711,-0.005827779857
0.000746,5,4.705587583,4.403245208,-0.005888248332
0.000748,5,4.702711832,4.415136735,-0.005945763352
0.00075,5,4.699983373,4.4271374,-0.006000332547
0.000752,5,4.697401768,4.439241329,-0.006051964634
0.000754,5,4.69496653,4.451442668,-0.006100669407
