time,V(in),V(out),I(V1)
0.00952,5,2.31275876,-0.00268724124
0.00954,5,2.365449764,-0.002634550236
0.00956,5,2.417107612,-0.002582892388
0.00958,5,2.467752561,-0.002532247439
0.0096,5,2.517404471,-0.002482595529
0.00962,5,2.566082815,-0.002433917185
0.00964,5,2.613806681,-0.002386193319
0.00966,5,2.660594786,-0.002339405214
0.00968,5,2.706465476,-0.002293534524
0.0097,5,2.751436741,-0.002248563259
0.00972,5,2.795526217,-0.002204473783
0.00974,5,2.838751193,-0.002161248807
0.00976,5,2.881128621,-0.002118871379
0.00978,5,2.922675118,-0.002077324882
0.0098,5,2.963406979,-0.002036593021
0.00982,5,3.003340175,-0.001996659825
0.00984,5,3.042490368,-0.001957509632
0.00986,5,3.08087291,-0.00191912709
0.00988,5,3.118502853,-0.001881497147
0.0099,5,3.155394954,-0.001844605046
0.00992,5,3.19156368,-0.00180843632
0.00994,5,3.227023216,-0.001772976784
0.00996,5,3.261787466,-0.001738212534
0.00998,5,3.295870065,-0.001704129935
0.01,5,3.329284378,-0.001670715622
